"","EIN","Year","Assets","Liabilities"
"10097","85-0220875",2013,10399324,1479400
"10098","85-0220875",2014,10377708,1447707
"10099","85-0220875",2015,10222313,1687804
"10100","85-0220875",2016,9494767,1390596
"10101","85-0220875",2017,8474483,1168483
"10102","85-0220875",2018,8260898,1309589
"10103","85-0220875",2019,7808789,1152625
"10104","85-0220875",2020,8860498,3359312
"10105","85-0220875",2021,8963951,1316321
"10106","85-0220875",2022,7913452,1579094
"10107","73-1223304",2009,5183175,2989709
"10108","73-1223304",2010,4819209,2718116
"10109","73-1223304",2011,3048732,1871824
"10110","73-1223304",2012,2801438,2034291
"10111","73-1223304",2013,2887017,1177726
"10112","73-1223304",2014,3045513,1433133
"10113","73-1223304",2015,2759523,1716926
"10114","73-1223304",2016,2726773,1046792
"10115","73-1223304",2017,3208582,642956
"10116","73-1223304",2018,4108315,715170
"10117","73-1223304",2020,8211730,2179774
"10118","73-1223304",2021,9609877,1833633
"10119","73-1223304",2022,13609649,4204311
"10120","72-1241592",2009,362383,271521
"10121","72-1241592",2010,434521,247711
"10122","72-1241592",2011,778070,239631
"10123","72-1241592",2012,1013613,225865
"10124","72-1241592",2013,1237065,621294
"10125","72-1241592",2014,1230101,549485
"10126","72-1241592",2015,845410,613246
"10127","72-1241592",2017,801543,443460
"10128","72-1241592",2018,870187,397118
"10129","72-1241592",2019,630851,417164
"10130","72-1241592",2020,544260,427680
"10131","72-1241592",2021,948313,377659
"10132","72-1241592",2022,1414410,348186
"10133","74-1951476",2009,4724564,1223870
"10134","74-1951476",2010,5083503,1052407
"10135","74-1951476",2011,6546687,1453618
"10136","74-1951476",2012,7065338,1408259
"10137","74-1951476",2013,7622497,1400174
"10138","74-1951476",2014,7653987,1482110
"10139","74-1951476",2015,9930864,1672249
"10140","74-1951476",2016,10644398,1710821
"10141","74-1951476",2017,10525620,1977440
"10142","74-1951476",2018,12059195,3254307
"10143","74-1951476",2019,12203598,3489574
"10144","74-1951476",2020,17341717,8020601
"10145","74-1951476",2021,27328464,9450887
"10146","74-1951476",2022,22923716,3617208
"10147","74-2699762",2008,3553130,610610
"10148","74-2699762",2009,4209718,909411
"10149","74-2699762",2010,3747996,564030
"10150","74-2699762",2011,3442296,340297
"10151","74-2699762",2012,3483980,365006
"10152","74-2699762",2013,5284813,436762
"10153","74-2699762",2014,5147557,283315
"10154","74-2699762",2015,6155786,531929
"10155","74-2699762",2016,6569759,472472
"10156","74-2699762",2017,6759977,442099
"10157","74-2699762",2018,6834292,529702
"10158","74-2699762",2019,7035351,705896
"10159","74-2699762",2020,7768382,1282809
"10160","74-2699762",2021,9434904,1261578
"10161","74-2505561",2009,6960691,2950369
"10162","74-2505561",2010,7014645,2615334
"10163","74-2505561",2011,7297563,2506234
"10164","74-2505561",2012,7954364,2682533
"10165","74-2505561",2013,7822890,1870275
"10166","74-2505561",2014,7071570,1979086
"10167","74-2505561",2015,6577046,1738850
"10168","74-2505561",2016,5414179,2475660
"10169","74-2505561",2017,6232468,3079818
"10170","74-2505561",2018,7506432,2945427
"10171","74-2505561",2019,8429243,3397424
"10172","74-2505561",2020,9804434,5247663
"10173","74-2505561",2021,11316152,4277342
"10174","74-2505561",2022,14495845,6666994
"10175","72-1252422",2009,2751489,481074
"10176","72-1252422",2010,2646716,333517
"10177","72-1252422",2011,3938091,337919
"10178","72-1252422",2012,4585451,372062
"10179","72-1252422",2013,4922953,220566
"10180","72-1252422",2014,4993962,286125
"10181","72-1252422",2015,4915685,202569
"10182","72-1252422",2016,4975797,207005
"10183","72-1252422",2017,5400670,166311
"10184","72-1252422",2018,6882444,242023
"10185","72-1252422",2019,8609034,1404899
"10186","72-1252422",2020,9153145,1520357
"10187","72-1252422",2021,9991939,611452
"10188","72-1252422",2022,9968797,395186
"10189","85-0292834",2009,3890619,2538119
"10190","85-0292834",2010,3856102,2307609
"10191","85-0292834",2011,4260401,2294029
"10192","85-0292834",2012,11344524,3473234
"10193","85-0292834",2013,15940108,3126760
"10194","85-0292834",2014,14938481,2820218
"10195","85-0292834",2015,17338932,4474508
"10196","85-0292834",2016,17212918,2608361
"10197","85-0292834",2017,16598317,2791246
"10198","85-0292834",2018,15850443,2309446
"10199","85-0292834",2019,15819222,3356926
"10200","85-0292834",2020,19502189,4927609
"10201","85-0292834",2021,20981248,2593045
"10202","85-0292834",2022,24918182,2540572
"10203","86-1037107",2009,1264484,122591
"10204","86-1037107",2010,1447986,139653
"10205","86-1037107",2011,1569784,191500
"10206","86-1037107",2012,1515039,134073
"10207","86-1037107",2013,1392564,105723
"10208","86-1037107",2014,1350323,137687
"10209","86-1037107",2015,1311161,158748
"10210","86-1037107",2016,1870663,2260760
"10211","86-1037107",2017,3045357,3526669
"10212","86-1037107",2018,3166315,3267658
"10213","86-1037107",2019,3711818,3626796
"10214","86-1037107",2020,3979845,3732465
"10215","86-1037107",2021,4951295,4236457
"10216","86-1037107",2022,4534191,3509823
"10217","72-1395500",2008,5297235,2068610
"10218","72-1395500",2009,4987284,1715265
"10219","72-1395500",2010,4791390,1919258
"10220","72-1395500",2011,5463170,2322430
"10221","72-1395500",2012,8760383,2909463
"10222","72-1395500",2013,8576413,3199938
"10223","72-1395500",2014,8570215,3396600
"10224","72-1395500",2016,8763935,2751394
"10225","72-1395500",2017,9232189,3699825
"10226","72-1395500",2018,9337393,3783117
"10227","72-1395500",2019,10147970,4452049
"10228","72-1395500",2020,16049499,4992233
"10229","72-1395500",2021,23859497,5526451
"10230","68-0541648",2009,664506,464666
"10231","68-0541648",2010,1520099,529999
"10232","68-0541648",2011,3614462,606499
"10233","68-0541648",2012,7180537,270241
"10234","68-0541648",2013,6911803,423143
"10235","68-0541648",2014,6924766,203978
"10236","68-0541648",2015,6513967,245231
"10237","68-0541648",2016,6538710,222990
"10238","68-0541648",2017,6551664,275975
"10239","68-0541648",2018,6521713,115006
"10240","68-0541648",2019,7025459,396740
"10241","68-0541648",2020,7524644,2061402
"10242","68-0541648",2021,7394555,3813878
"10243","74-2867580",2008,20818125,4497611
"10244","74-2867580",2009,23480571,5011907
"10245","74-2867580",2010,28433461,5103331
"10246","74-2867580",2011,32297575,5724942
"10247","74-2867580",2012,32599802,5338188
"10248","74-2867580",2013,28936143,4757861
"10249","74-2867580",2014,24710470,5459051
"10250","74-2867580",2015,26595411,5191050
"10251","74-2867580",2016,26432129,4183285
"10252","74-2867580",2017,25370327,3564838
"10253","74-2867580",2018,27130666,5094563
"10254","74-2867580",2019,39065898,7102558
"10255","74-2867580",2020,40117487,8665068
"10256","74-2867580",2021,45785038,7963387
"10257","72-1347028",2008,2693934,693936
"10258","72-1347028",2009,4177868,1242756
"10259","72-1347028",2010,5143649,1667609
"10260","72-1347028",2011,8360610,2809181
"10261","72-1347028",2012,10354529,3610051
"10262","72-1347028",2013,12860958,4272582
"10263","72-1347028",2014,15245559,2912339
"10264","72-1347028",2015,15373082,2602029
"10265","72-1347028",2016,15591231,2755859
"10266","72-1347028",2017,16280084,3298534
"10267","72-1347028",2018,16245606,3563087
"10268","72-1347028",2019,15565339,3259937
"10269","72-1347028",2020,17539018,4440981
"10270","72-1347028",2021,17892896,3068472
"10271","14-1958494",2008,2996573,139896
"10272","14-1958494",2009,3208555,61524
"10273","14-1958494",2010,3149790,138523
"10274","14-1958494",2011,8495192,5026628
"10275","14-1958494",2012,7000021,5253518
"10276","14-1958494",2013,8015350,5001454
"10277","14-1958494",2014,7757502,4654232
"10278","14-1958494",2015,8978890,4313388
"10279","14-1958494",2016,10644745,5418594
"10280","14-1958494",2017,14515819,8603872
"10281","14-1958494",2018,14337946,6009169
"10282","14-1958494",2019,23707962,5643123
"10283","14-1958494",2020,26754689,7470656
"10284","20-5823527",2009,105331,42253
"10285","20-5823527",2010,1005783,324616
"10286","20-5823527",2011,1092694,88367
"10287","20-5823527",2012,1315784,127133
"10288","20-5823527",2013,1820560,433135
"10289","20-5823527",2014,1974291,316418
"10290","20-5823527",2015,3120477,676429
"10291","20-5823527",2016,4166851,689189
"10292","20-5823527",2017,7970774,541860
"10293","20-5823527",2018,10910416,821943
"10294","20-5823527",2019,14454563,656720
"10295","20-5823527",2020,22281685,2383138
"10296","20-5823527",2021,26290360,1447246
"10297","20-3093304",2009,1099398,1022587
"10298","20-3093304",2010,224369,82692
"10299","20-3093304",2011,463122,191647
"10300","20-3093304",2012,517042,66969
"10301","20-3093304",2013,1002858,338558
"10302","20-3093304",2014,1053669,312557
"10303","20-3093304",2015,1035668,283117
"10304","20-3093304",2016,1082836,268635
"10305","20-3093304",2017,1334311,299967
"10306","20-3093304",2018,1489396,330726
"10307","20-3093304",2019,0,0
"10308","20-3093304",2020,1704681,1126243
"10309","20-3093304",2021,2146940,798253
"10310","20-3505975",2009,192957,137081
"10311","20-3505975",2010,345046,78478
"10312","20-3505975",2011,709643,229884
"10313","20-3505975",2012,746322,156080
"10314","20-3505975",2013,654124,122995
"10315","20-3505975",2014,702565,122813
"10316","20-3505975",2015,976379,141870
"10317","20-3505975",2016,1192794,180381
"10318","20-3505975",2017,1599550,551163
"10319","20-3505975",2018,1794272,774115
"10320","20-3505975",2019,2001398,803607
"10321","20-3505975",2020,2786586,764405
"10322","20-3505975",2021,3595589,829359
"10323","20-3587410",2009,1150593,801058
"10324","20-3587410",2010,310100,202759
"10325","20-3587410",2011,434225,56466
"10326","20-3587410",2012,377735,54602
"10327","20-3587410",2013,180955,77699
"10328","20-3587410",2014,335422,52009
"10329","20-3587410",2015,494298,72061
"10330","20-3587410",2016,760397,129525
"10331","20-3587410",2017,721657,171737
"10332","20-3587410",2018,1196098,211110
"10333","20-3587410",2019,1791275,504767
"10334","20-3587410",2020,2624383,609738
"10335","20-3587410",2021,3516987,703514
"10336","20-0537948",2008,1105901,2602
"10337","20-0537948",2009,1456796,31936
"10338","20-0537948",2010,1920344,122957
"10339","20-0537948",2011,2024857,61080
"10340","20-0537948",2012,2193236,458679
"10341","20-0537948",2013,2126889,456040
"10342","20-0537948",2014,2567901,715266
"10343","20-0537948",2015,2661471,625714
"10344","20-0537948",2016,2500375,639494
"10345","20-0537948",2017,2329295,601350
"10346","20-0537948",2018,2735650,507990
"10347","20-0537948",2019,2769886,633102
"10348","20-0537948",2020,3924168,910005
"10349","20-0537948",2021,5078255,1675913
"10350","76-0549240",2008,665771,144165
"10351","76-0549240",2009,1432059,258821
"10352","76-0549240",2010,1595790,340428
"10353","76-0549240",2011,1530352,337837
"10354","76-0549240",2012,1798819,819173
"10355","76-0549240",2013,2960252,1667456
"10356","76-0549240",2014,3529885,1697703
"10357","76-0549240",2015,4443215,2070838
"10358","76-0549240",2016,5150947,1775411
"10359","76-0549240",2017,5527624,1787121
"10360","76-0549240",2018,10294921,5794026
"10361","76-0549240",2019,14080430,9195195
"10362","76-0549240",2020,16020064,11911315
"10363","76-0549240",2021,15653744,10674300
"10364","32-0086739",2008,564363,9342
"10365","32-0086739",2009,1114892,426412
"10366","32-0086739",2010,1313276,128090
"10367","32-0086739",2012,1098663,66078
"10368","32-0086739",2013,852708,69764
"10369","32-0086739",2014,734162,134557
"10370","32-0086739",2015,976529,111974
"10371","32-0086739",2016,886942,149735
"10372","32-0086739",2017,1114730,108696
"10373","32-0086739",2018,1386278,286122
"10374","32-0086739",2019,1149686,299570
"10375","32-0086739",2020,1468551,236300
"10376","32-0086739",2021,3262899,177623
"10377","32-0086739",2022,5013958,142182
"10378","43-2016287",2008,144453,173029
"10379","43-2016287",2009,752624,230243
"10380","43-2016287",2010,728632,236739
"10381","43-2016287",2011,991051,443685
"10382","43-2016287",2012,1146864,513572
"10383","43-2016287",2013,1318360,701545
"10384","43-2016287",2014,875316,495543
"10385","43-2016287",2015,841436,512423
"10386","43-2016287",2016,785079,395491
"10387","43-2016287",2017,1081850,406022
"10388","43-2016287",2018,1763985,276964
"10389","43-2016287",2019,1927976,253846
"10390","43-2016287",2020,2817189,925870
"10391","43-2016287",2021,3576225,405401
"10392","74-3088726",2009,217906,21366
"10393","74-3088726",2010,2257064,2037156
"10394","74-3088726",2011,3044916,2033440
"10395","74-3088726",2012,3968994,3264810
"10396","74-3088726",2013,3802431,3144283
"10397","74-3088726",2014,3426093,2748571
"10398","74-3088726",2015,3581301,2544944
"10399","74-3088726",2016,4275679,2463716
"10400","74-3088726",2017,5416545,2423821
"10401","74-3088726",2018,6328418,2366492
"10402","74-3088726",2019,6867778,2346096
"10403","74-3088726",2020,8033495,2823009
"10404","74-3088726",2021,8582759,2236816
"10405","41-2273820",2010,303113,201148
"10406","41-2273820",2011,486211,159312
"10407","41-2273820",2012,779140,139345
"10408","41-2273820",2013,1101325,211559
"10409","41-2273820",2014,1452290,293502
"10410","41-2273820",2015,1626806,383036
"10411","41-2273820",2017,2797079,805816
"10412","41-2273820",2018,3560837,707174
"10413","41-2273820",2019,4145085,1405245
"10414","41-2273820",2020,10153098,4043786
"10415","41-2273820",2021,17252392,2060096
"10416","31-1756818",2008,354991,42974
"10417","31-1756818",2009,517053,105123
"10418","31-1756818",2010,553891,69268
"10419","31-1756818",2011,898105,21389
"10420","31-1756818",2012,2258406,226819
"10421","31-1756818",2013,2264023,401036
"10422","31-1756818",2014,2264734,341820
"10423","31-1756818",2015,3265157,767508
"10424","31-1756818",2016,7840470,3221946
"10425","31-1756818",2017,11366954,2980483
"10426","31-1756818",2018,11894967,2974676
"10427","31-1756818",2019,16013674,2845086
"10428","31-1756818",2020,21068924,2480267
"10429","31-1756818",2021,39386144,16478795
"10430","27-0653014",2013,47259,3380
"10431","27-0653014",2014,561774,130388
"10432","27-0653014",2015,594911,20286
"10433","27-0653014",2016,914218,230174
"10434","27-0653014",2017,887317,140548
"10435","27-0653014",2018,948790,300418
"10436","27-0653014",2019,661768,579667
"10437","27-0653014",2020,1752115,934831
"10438","27-0653014",2021,969782,202094
"10439","72-1059635",2009,4216008,1645438
"10440","72-1059635",2010,6082342,1908596
"10441","72-1059635",2011,7232838,2348403
"10442","72-1059635",2012,9728181,2238557
"10443","72-1059635",2013,13252440,2551549
"10444","72-1059635",2014,16120928,2423265
"10445","72-1059635",2015,18596018,3431350
"10446","72-1059635",2016,21810354,4414653
"10447","72-1059635",2017,22241651,4095545
"10448","72-1059635",2018,28743336,13075083
"10449","72-1059635",2019,30825322,14718122
"10450","72-1059635",2020,37967916,19659693
"10451","72-1059635",2021,41167405,14357511
"10452","72-1059635",2022,47930468,19111769
"10453","85-0413619",2011,142012,6074
"10454","85-0413619",2012,233611,9361
"10455","85-0413619",2013,189559,7474
"10456","85-0413619",2014,159250,7527
"10457","85-0413619",2015,222837,8720
"10458","85-0413619",2016,323602,30133
"10459","85-0413619",2017,430484,83395
"10460","85-0413619",2018,570816,89742
"10461","85-0413619",2019,773887,78530
"10462","85-0413619",2020,1179965,365189
"10463","85-0413619",2021,1650025,129839
"10464","85-0413619",2022,1707953,161588
"10465","30-0564047",2009,950743,0
"10466","30-0564047",2010,4915,0
"10467","30-0564047",2011,4790,0
"10468","30-0564047",2012,253053,63592
"10469","30-0564047",2013,327264,278679
"10470","30-0564047",2014,300456,142179
"10471","30-0564047",2015,458637,17601
"10472","30-0564047",2016,319145,15738
"10473","30-0564047",2017,378476,33912
"10474","30-0564047",2018,563809,58749
"10475","30-0564047",2019,575316,55359
"10476","30-0564047",2020,1081632,285954
"10477","30-0564047",2021,1394207,148037
"10478","23-7087608",2008,4946077,476560
"10479","23-7087608",2009,5005204,594889
"10480","23-7087608",2010,4712201,411735
"10481","23-7087608",2011,5957798,400523
"10482","23-7087608",2012,7128857,575297
"10483","23-7087608",2013,13426409,810794
"10484","23-7087608",2014,26453899,1271648
"10485","23-7087608",2015,28781957,2709331
"10486","23-7087608",2016,26914705,1323592
"10487","23-7087608",2017,25984517,1340195
"10488","23-7087608",2018,29593098,1945726
"10489","23-7087608",2019,28816466,1355519
"10490","23-7087608",2020,27982975,4921816
"10491","23-7087608",2021,31211328,1662766
"10492","72-2935803",2010,740445,84308
"10493","72-2935803",2011,558212,97152
"10494","72-2935803",2012,659368,96669
"10495","72-2935803",2013,684447,61737
"10496","72-2935803",2014,645194,105183
"10497","72-2935803",2015,449913,182800
"10498","72-2935803",2017,672125,231014
"10499","72-2935803",2018,1141946,875577
"10500","72-2935803",2019,1089527,885000
"10501","72-2935803",2020,1537122,1160144
"10502","72-2935803",2021,1354381,1197381
"10503","72-2935803",2022,875889,1027443
"10504","75-3260266",2008,1026024,0
"10505","75-3260266",2010,988900,420523
"10506","75-3260266",2011,1212718,555103
"10507","75-3260266",2012,1310535,644798
"10508","75-3260266",2013,1203224,481154
