"","EIN","Year","Staff"
"7226","38-3533998","2019","236"
"7227","20-8998983","2008","2"
"7228","20-8998983","2009","18"
"7229","20-8998983","2010","25"
"7230","20-8998983","2011","44"
"7231","20-8998983","2012","61"
"7232","20-8998983","2013","69"
"7233","20-8998983","2014","83"
"7234","20-8998983","2016","162"
"7235","20-8998983","2017","196"
"7236","20-8998983","2018","217"
"7237","20-8998983","2019","225"
"7238","20-8998983","2020","243"
"7239","20-8998983","2021","280"
"7240","35-2297925","2009","16"
"7241","35-2297925","2010","32"
"7242","35-2297925","2010","38"
"7243","35-2297925","2011","55"
"7244","35-2297925","2012","55"
"7245","35-2297925","2013","143"
"7246","35-2297925","2014","172"
"7247","35-2297925","2015","225"
"7248","35-2297925","2016","260"
"7249","35-2297925","2017","290"
"7250","35-2297925","2018","326"
"7251","35-2297925","2019","445"
"7252","35-2297925","2020","434"
"7253","35-2297925","2021","461"
"7254","35-1842342","2009","52"
"7255","35-1842342","2010","53"
"7256","35-1842342","2011","49"
"7257","35-1842342","2012","50"
"7258","35-1842342","2013","47"
"7259","35-1842342","2014","43"
"7260","35-1842342","2015","44"
"7261","35-1842342","2016","41"
"7262","35-1842342","2017","41"
"7263","35-1842342","2018","39"
"7264","35-1842342","2019","37"
"7265","35-1842342","2020","37"
"7266","35-1842342","2021","42"
"7267","20-8814374","2009","114"
"7268","20-8814374","2010","149"
"7269","20-8814374","2011","164"
"7270","20-8814374","2012","199"
"7271","20-8814374","2013","199"
"7272","20-8814374","2013","187"
"7273","20-8814374","2014","221"
"7274","20-8814374","2015","246"
"7275","20-8814374","2016","274"
"7276","20-8814374","2017","331"
"7277","20-8814374","2018","348"
"7278","20-8814374","2019","365"
"7279","20-8814374","2020","432"
"7280","23-7107569","2008","179"
"7281","23-7107569","2009","189"
"7282","23-7107569","2010","178"
"7283","23-7107569","2011","209"
"7284","23-7107569","2012","232"
"7285","23-7107569","2013","241"
"7286","23-7107569","2014","220"
"7287","23-7107569","2015","269"
"7288","23-7107569","2016","312"
"7289","23-7107569","2017","388"
"7290","23-7107569","2018","374"
"7291","23-7107569","2019","347"
"7292","39-1200636","2008","53"
"7293","39-1200636","2009","50"
"7294","39-1200636","2010","49"
"7295","39-1200636","2011","51"
"7296","39-1200636","2012","54"
"7297","39-1200636","2013","54"
"7298","39-1200636","2014","54"
"7299","39-1200636","2015","58"
"7300","39-1200636","2016","62"
"7301","39-1200636","2017","67"
"7302","39-1200636","2018","67"
"7303","39-1200636","2019","62"
"7304","39-1200636","2020","60"
"7305","36-3308953","2009","380"
"7306","36-3308953","2010","448"
"7307","36-3308953","2011","448"
"7308","36-3308953","2012","452"
"7309","36-3308953","2013","512"
"7310","36-3308953","2014","511"
"7311","36-3308953","2015","539"
"7312","36-3308953","2016","596"
"7313","36-3308953","2017","591"
"7314","36-3308953","2018","617"
"7315","36-3308953","2019","681"
"7316","36-3308953","2020","704"
"7317","36-3308953","2021","746"
"7318","38-2679075","2008","240"
"7319","38-2679075","2009","250"
"7320","38-2679075","2010","273"
"7321","38-2679075","2011","305"
"7322","38-2679075","2012","309"
"7323","38-2679075","2013","339"
"7324","38-2679075","2014","330"
"7325","38-2679075","2015","346"
"7326","38-2679075","2016","386"
"7327","38-2679075","2017","405"
"7328","38-2679075","2018","419"
"7329","38-2679075","2019","416"
"7330","38-2679075","2020","416"
"7331","38-2679075","2021","461"
"7332","34-1609341","2008","101"
"7333","34-1609341","2009","109"
"7334","34-1609341","2010","119"
"7335","34-1609341","2011","133"
"7336","34-1609341","2012","128"
"7337","34-1609341","2013","126"
"7338","34-1609341","2014","128"
"7339","34-1609341","2015","161"
"7340","34-1609341","2016","177"
"7341","34-1609341","2017","195"
"7342","34-1609341","2018","207"
"7343","34-1609341","2019","235"
"7344","36-3661051","2009","232"
"7345","36-3661051","2010","209"
"7346","36-3661051","2011","196"
"7347","36-3661051","2012","218"
"7348","36-3661051","2013","237"
"7349","36-3661051","2014","172"
"7350","36-3661051","2015","145"
"7351","36-3661051","2016","221"
"7352","36-3661051","2017","203"
"7353","36-3661051","2018","218"
"7354","36-3661051","2019","259"
"7355","36-3661051","2020","258"
"7356","36-3661051","2021","271"
"7357","39-1760445","2009","80"
"7358","39-1760445","2010","74"
"7359","39-1760445","2011","80"
"7360","39-1760445","2012","81"
"7361","39-1760445","2013","89"
"7362","39-1760445","2014","89"
"7363","39-1760445","2015","92"
"7364","39-1760445","2016","112"
"7365","39-1760445","2017","107"
"7366","39-1760445","2018","96"
"7367","39-1760445","2019","92"
"7368","39-1760445","2020","97"
"7369","41-1235064","2008","84"
"7370","41-1235064","2009","82"
"7371","41-1235064","2010","84"
"7372","41-1235064","2011","76"
"7373","41-1235064","2012","84"
"7374","41-1235064","2013","91"
"7375","41-1235064","2014","87"
"7376","41-1235064","2015","82"
"7377","41-1235064","2016","77"
"7378","41-1235064","2017","78"
"7379","41-1235064","2018","92"
"7380","41-1235064","2019","91"
"7381","38-3094394","2009","71"
"7382","38-3094394","2010","79"
"7383","38-3094394","2011","91"
"7384","38-3094394","2012","124"
"7385","38-3094394","2013","122"
"7386","38-3094394","2014","111"
"7387","38-3094394","2015","126"
"7388","38-3094394","2016","129"
"7389","38-3094394","2017","129"
"7390","38-3094394","2018","129"
"7391","38-3094394","2019","131"
"7392","38-3094394","2020","136"
"7393","38-3094394","2021","157"
"7394","34-6565185","2008","282"
"7395","34-6565185","2009","312"
"7396","34-6565185","2010","307"
"7397","34-6565185","2011","298"
"7398","34-6565185","2012","228"
"7399","34-6565185","2013","230"
"7400","34-6565185","2014","332"
"7401","34-6565185","2015","358"
"7402","34-6565185","2016","381"
"7403","34-6565185","2017","399"
"7404","34-6565185","2018","383"
"7405","34-6565185","2019","379"
"7406","38-3082107","2008","43"
"7407","38-3082107","2009","43"
"7408","38-3082107","2010","54"
"7409","38-3082107","2011","59"
"7410","38-3082107","2012","64"
"7411","38-3082107","2013","59"
"7412","38-3082107","2014","84"
"7413","38-3082107","2015","98"
"7414","38-3082107","2016","120"
"7415","38-3082107","2017","126"
"7416","38-3082107","2018","123"
"7417","38-3082107","2019","132"
"7418","38-3082107","2020","146"
"7419","38-3082107","2021","166"
"7420","23-7113799","2008","90"
"7421","23-7113799","2009","103"
"7422","23-7113799","2010","89"
"7423","23-7113799","2011","112"
"7424","23-7113799","2012","94"
"7425","23-7113799","2013","104"
"7426","23-7113799","2014","110"
"7427","23-7113799","2015","114"
"7428","23-7113799","2016","117"
"7429","23-7113799","2017","121"
"7430","23-7113799","2018","122"
"7431","23-7113799","2019","124"
"7432","23-7113799","2020","119"
"7433","38-3251354","2009","209"
"7434","38-3251354","2010","209"
"7435","38-3251354","2011","207"
"7436","38-3251354","2012","236"
"7437","38-3251354","2013","250"
"7438","38-3251354","2014","248"
"7439","38-3251354","2015","269"
"7440","38-3251354","2016","284"
"7441","38-3251354","2017","318"
"7442","38-3251354","2018","289"
"7443","38-3251354","2019","282"
"7444","38-3251354","2019","283"
"7445","38-3251354","2020","293"
"7446","38-3251354","2021","282"
"7447","34-1753919","2008","83"
"7448","34-1753919","2009","90"
"7449","34-1753919","2010","117"
"7450","34-1753919","2011","126"
"7451","34-1753919","2012","123"
"7452","34-1753919","2013","119"
"7453","34-1753919","2014","129"
"7454","34-1753919","2015","163"
"7455","34-1753919","2016","196"
"7456","34-1753919","2017","199"
"7457","34-1753919","2018","207"
"7458","34-1753919","2019","335"
"7459","39-1759404","2009","49"
"7460","39-1759404","2010","60"
"7461","39-1759404","2011","63"
"7462","39-1759404","2012","65"
"7463","39-1759404","2013","65"
"7464","39-1759404","2014","76"
"7465","39-1759404","2015","76"
"7466","39-1759404","2016","84"
"7467","39-1759404","2017","81"
"7468","39-1759404","2018","82"
"7469","39-1759404","2019","81"
"7470","39-1759404","2020","87"
"7471","39-1759404","2021","91"
"7472","39-1789874","2009","107"
"7473","39-1789874","2010","112"
"7474","39-1789874","2011","142"
"7475","39-1789874","2012","180"
"7476","39-1789874","2013","182"
"7477","39-1789874","2014","179"
"7478","39-1789874","2015","169"
"7479","39-1789874","2016","183"
"7480","39-1789874","2017","156"
"7481","39-1789874","2018","143"
"7482","39-1789874","2019","149"
"7483","39-1789874","2020","175"
"7484","39-1789874","2021","152"
"7485","34-1735884","2008","23"
"7486","34-1735884","2009","62"
"7487","34-1735884","2010","80"
"7488","34-1735884","2011","72"
"7489","34-1735884","2012","74"
"7490","34-1735884","2013","85"
"7491","34-1735884","2014","97"
"7492","34-1735884","2015","107"
"7493","34-1735884","2016","102"
"7494","34-1735884","2017","146"
"7495","34-1735884","2018","179"
"7496","34-1735884","2019","176"
"7497","34-1735884","2020","176"
"7498","36-3828320","2009","329"
"7499","36-3828320","2010","354"
"7500","36-3828320","2011","367"
"7501","36-3828320","2012","366"
"7502","36-3828320","2013","365"
"7503","36-3828320","2014","366"
"7504","36-3828320","2015","464"
"7505","36-3828320","2016","491"
"7506","36-3828320","2017","517"
"7507","36-3828320","2018","473"
"7508","36-3828320","2019","469"
"7509","36-3828320","2020","487"
"7510","36-3828320","2021","506"
"7511","35-1965865","2009","138"
"7512","35-1965865","2010","174"
"7513","35-1965865","2011","173"
"7514","35-1965865","2012","160"
"7515","35-1965865","2013","181"
"7516","35-1965865","2014","181"
"7517","35-1965865","2015","120"
"7518","35-1965865","2016","126"
"7519","35-1965865","2017","188"
"7520","35-1965865","2018","180"
"7521","35-1965865","2019","205"
"7522","35-1965865","2020","202"
"7523","35-1965865","2021","211"
"7524","31-1533908","2008","233"
"7525","31-1533908","2009","213"
"7526","31-1533908","2010","186"
"7527","31-1533908","2011","188"
"7528","31-1533908","2012","217"
"7529","31-1533908","2013","226"
"7530","31-1533908","2014","259"
"7531","31-1533908","2015","313"
"7532","31-1533908","2016","350"
"7533","31-1533908","2017","386"
"7534","31-1533908","2018","392"
"7535","31-1533908","2019","397"
"7536","31-1533908","2020","157"
"7537","35-1922483","2008","147"
"7538","35-1922483","2009","145"
"7539","35-1922483","2010","150"
"7540","35-1922483","2011","168"
"7541","35-1922483","2012","202"
"7542","35-1922483","2013","204"
"7543","35-1922483","2014","167"
"7544","35-1922483","2015","177"
"7545","35-1922483","2016","184"
"7546","35-1922483","2017","177"
"7547","35-1922483","2018","186"
"7548","35-1922483","2019","220"
"7549","35-1922483","2020","221"
"7550","35-1791786","2008","93"
"7551","35-1791786","2009","102"
"7552","35-1791786","2010","114"
"7553","35-1791786","2011","126"
"7554","35-1791786","2012","129"
"7555","35-1791786","2013","145"
"7556","35-1791786","2014","142"
"7557","35-1791786","2015","172"
"7558","35-1791786","2016","142"
"7559","35-1791786","2017","171"
"7560","35-1791786","2018","171"
"7561","35-1791786","2019","196"
"7562","35-1791786","2020","188"
"7563","35-1791786","2021","189"
"7564","35-2048141","2008","30"
"7565","35-2048141","2009","45"
"7566","35-2048141","2010","59"
"7567","35-2048141","2011","59"
"7568","35-2048141","2012","62"
"7569","35-2048141","2013","72"
"7570","35-2048141","2014","74"
"7571","35-2048141","2015","84"
"7572","35-2048141","2016","92"
"7573","35-2048141","2017","99"
"7574","35-2048141","2018","107"
"7575","35-2048141","2019","125"
"7576","35-2048141","2020","137"
"7577","39-1919806","2009","99"
"7578","39-1919806","2010","121"
"7579","39-1919806","2011","151"
"7580","39-1919806","2012","171"
"7581","39-1919806","2013","174"
"7582","39-1919806","2014","183"
"7583","39-1919806","2019","106"
"7584","39-1919806","2020","106"
"7585","39-1919806","2021","96"
"7586","36-4161801","2009","139"
"7587","36-4161801","2010","118"
"7588","36-4161801","2011","160"
"7589","36-4161801","2012","173"
"7590","36-4161801","2013","172"
"7591","36-4161801","2014","178"
"7592","36-4161801","2015","191"
"7593","36-4161801","2016","0"
"7594","36-4161801","2017","0"
"7595","36-4161801","2018","250"
"7596","36-4161801","2019","259"
"7597","36-4161801","2020","252"
"7598","36-4161801","2021","252"
"7599","36-4346917","2009","108"
"7600","36-4346917","2010","156"
"7601","36-4346917","2011","132"
"7602","36-4346917","2012","132"
"7603","36-4346917","2013","141"
"7604","36-4346917","2014","140"
"7605","36-4346917","2015","149"
"7606","36-4346917","2016","166"
"7607","36-4346917","2017","149"
"7608","36-4346917","2018","141"
"7609","36-4346917","2019","140"
"7610","36-4346917","2020","144"
"7611","36-4346917","2021","164"
"7612","37-1361916","2009","94"
"7613","37-1361916","2010","86"
"7614","37-1361916","2011","96"
"7615","37-1361916","2012","87"
"7616","37-1361916","2013","88"
"7617","37-1361916","2014","96"
"7618","37-1361916","2015","82"
"7619","37-1361916","2016","85"
"7620","37-1361916","2017","90"
"7621","37-1361916","2018","115"
"7622","37-1361916","2019","131"
"7623","37-1361916","2020","127"
"7624","23-7188150","2009","1373"
"7625","23-7188150","2010","1383"
"7626","23-7188150","2011","1285"
"7627","23-7188150","2012","1284"
"7628","23-7188150","2013","1385"
"7629","23-7188150","2014","983"
"7630","23-7188150","2015","1548"
"7631","23-7188150","2016","1225"
"7632","23-7188150","2017","1095"
"7633","23-7188150","2018","1059"
"7634","23-7188150","2019","1016"
"7635","23-7188150","2020","1010"
"7636","23-7188150","2021","1024"
"7637","31-0822524","2008","88"
"7638","31-0822524","2009","89"
"7639","31-0822524","2010","94"
"7640","31-0822524","2011","100"
"7641","31-0822524","2012","102"
"7642","31-0822524","2013","112"
"7643","31-0822524","2014","112"
"7644","31-0822524","2015","123"
"7645","31-0822524","2016","119"
"7646","31-0822524","2017","109"
"7647","31-0822524","2018","113"
"7648","31-0822524","2019","123"
"7649","31-0822524","2020","127"
"7650","31-0822524","2021","165"
"7651","41-1461726","2008","36"
"7652","41-1461726","2009","49"
"7653","41-1461726","2010","53"
"7654","41-1461726","2011","58"
"7655","41-1461726","2012","77"
"7656","41-1461726","2013","85"
"7657","41-1461726","2014","95"
"7658","41-1461726","2015","101"
"7659","41-1461726","2016","88"
"7660","41-1461726","2017","166"
"7661","41-1461726","2018","160"
"7662","41-1461726","2019","144"
"7663","26-1253235","2008","36"
"7664","26-1253235","2009","50"
"7665","26-1253235","2010","59"
"7666","26-1253235","2011","96"
"7667","26-1253235","2012","99"
"7668","26-1253235","2013","111"
"7669","26-1253235","2014","122"
"7670","26-1253235","2015","124"
"7671","26-1253235","2016","135"
"7672","26-1253235","2017","187"
"7673","26-1253235","2018","183"
"7674","26-1253235","2019","188"
"7675","26-1253235","2020","148"
"7676","26-1253235","2021","161"
"7677","34-1957404","2008","46"
"7678","34-1957404","2009","57"
"7679","34-1957404","2010","68"
"7680","34-1957404","2011","63"
"7681","34-1957404","2012","74"
"7682","34-1957404","2013","87"
"7683","34-1957404","2014","87"
"7684","34-1957404","2015","117"
"7685","34-1957404","2016","136"
"7686","34-1957404","2017","122"
"7687","34-1957404","2018","227"
"7688","34-1957404","2019","129"
"7689","34-1957404","2020","143"
"7690","34-1957404","2021","135"
"7691","31-1593544","2008","101"
"7692","31-1593544","2009","110"
"7693","31-1593544","2010","139"
"7694","31-1593544","2011","132"
"7695","31-1593544","2012","119"
"7696","31-1593544","2013","126"
"7697","31-1593544","2014","143"
"7698","31-1593544","2015","162"
"7699","31-1593544","2016","172"
"7700","31-1593544","2017","185"
"7701","31-1593544","2018","196"
"7702","31-1593544","2019","225"
"7703","27-1092132","2010","16"
"7704","27-1092132","2011","33"
"7705","27-1092132","2012","61"
"7706","27-1092132","2013","52"
"7707","27-1092132","2014","57"
"7708","27-1092132","2015","62"
"7709","27-1092132","2016","57"
"7710","27-1092132","2017","67"
"7711","27-1092132","2018","72"
"7712","27-1092132","2019","84"
"7713","27-1092132","2020","92"
"7714","31-1810355","2009","19"
"7715","31-1810355","2010","43"
"7716","31-1810355","2011","52"
"7717","31-1810355","2012","62"
"7718","31-1810355","2013","7"
"7719","31-1810355","2014","94"
"7720","31-1810355","2015","120"
"7721","31-1810355","2016","163"
"7722","31-1810355","2017","194"
"7723","31-1810355","2018","207"
"7724","31-1810355","2019","230"
"7725","31-1810355","2020","226"
"7726","31-1810355","2021","202"
"7727","34-1751179","2008","20"
"7728","34-1751179","2009","46"
"7729","34-1751179","2010","40"
"7730","34-1751179","2011","44"
